onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
15.001226	3.0	Neg	encoding	-78	0.11	0.1894273127753304	2.275891887000398	0.4976167829991027	0	0	0
18.006130937	3.0	Neg	marking	-78	0.11	0.1894273127753304	2.275891887000398	0.4976167829991027	0	0	0
24.502067619	3.0	Neg	encoding	70	0.85	0.0	NaN	0.38215566299913917	0	0	0
28.506586173	3.0	Neg	marking	70	0.85	0.0	NaN	0.38215566299913917	1	0	0
36.00259929	3.0	Neg	encoding	54	0.77	0.0	NaN	0.3917577539996273	0	0	0
43.006896264	3.0	Neg	marking	54	0.77	0.0	NaN	0.3917577539996273	1	0	0
50.500937852	3.0	Neg	encoding	20	0.6	0.6453744493392071	2.06244751200029	0.5216132519999519	0	0	0
54.00709131	3.0	Neg	marking	20	0.6	0.6453744493392071	2.06244751200029	0.5216132519999519	0	0	0
62.001038425	3.0	Neg	encoding	-34	0.33	0.30837004405286345	2.559092651001265	0.3721502389998932	0	0	0
67.50760734	3.0	Neg	marking	-34	0.33	0.30837004405286345	2.559092651001265	0.3721502389998932	0	0	0
74.501092195	3.0	Neg	encoding	14	0.57	0.6189427312775331	2.0756559539986483	0.3526199509997241	0	0	0
79.007911776	3.0	Neg	marking	14	0.57	0.6189427312775331	2.0756559539986483	0.3526199509997241	0	0	0
86.001188292	3.0	Neg	encoding	-44	0.28	0.2753303964757709	2.2425976619997527	0.5844334000012168	0	0	0
89.008165201	3.0	Neg	marking	-44	0.28	0.2753303964757709	2.2425976619997527	0.5844334000012168	0	0	0
95.501899023	3.0	Neg	encoding	-28	0.36	0.34140969162995594	2.375632803999906	0.420141902000978	0	0	0
100.508438746	3.0	Neg	marking	-28	0.36	0.34140969162995594	2.375632803999906	0.420141902000978	0	0	0
110.000914167	3.0	Neg	encoding	-10	0.45	0.0	NaN	0.46468624800036196	0	0	0
114.558677452	3.0	Neg	marking	-10	0.45	0.0	NaN	0.46468624800036196	1	0	0
123.501286294	3.0	Neg	encoding	96	0.98	0.01762114537444934	1.908521056000609	0.37138839600083884	0	1	0
127.509223567	3.0	Neg	marking	96	0.98	0.01762114537444934	1.908521056000609	0.37138839600083884	0	1	0
137.501237126	3.0	Neg	encoding	-94	0.03	0.0	NaN	0.42489337699953467	0	0	0
142.009435891	3.0	Neg	marking	-94	0.03	0.0	NaN	0.42489337699953467	1	0	0
148.502536012	3.0	Neg	encoding	30	0.65	0.6784140969162996	2.542405828999108	0.5909295500005101	0	0	0
154.509761277	3.0	Neg	marking	30	0.65	0.6784140969162996	2.542405828999108	0.5909295500005101	0	0	0
162.001170176	3.0	Neg	encoding	-86	0.07	0.10352422907488987	2.759309501001553	0.3872859890016116	0	0	0
168.510317299	3.0	Neg	marking	-86	0.07	0.10352422907488987	2.759309501001553	0.3872859890016116	0	0	0
174.500851122	3.0	Neg	encoding	48	0.74	0.7180616740088106	2.228885798000192	0.7172041770008946	0	0	0
178.010427212	3.0	Neg	marking	48	0.74	0.7180616740088106	2.228885798000192	0.7172041770008946	0	0	0
185.000873247	3.0	Neg	encoding	-58	0.21	0.2488986784140969	2.1121371289991657	0.46769806199881714	0	0	0
188.510738215	3.0	Neg	marking	-58	0.21	0.2488986784140969	2.1121371289991657	0.46769806199881714	0	0	0
197.001102974	3.0	Neg	encoding	80	0.9	0.8303964757709251	1.8777637650000543	0.3825864489990636	0	0	0
201.011034575	3.0	Neg	marking	80	0.9	0.8303964757709251	1.8777637650000543	0.3825864489990636	0	0	0
204.0	6.0	break	break	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
213.000984006	3.0	Pos	encoding	33	0.33	0.0	NaN	0.403215189000548	0	0	0
216.51134848	3.0	Pos	marking	33	0.33	0.0	NaN	0.403215189000548	1	0	0
223.001521872	3.0	Pos	encoding	21	0.21	0.0	NaN	0.3774813899999572	0	0	0
230.011804109	3.0	Pos	marking	21	0.21	0.0	NaN	0.3774813899999572	1	0	0
237.002142041	3.0	Pos	encoding	65	0.65	0.6585903083700441	2.1424639679989923	0.43347942499895	0	0	0
241.512288305	3.0	Pos	marking	65	0.65	0.6585903083700441	2.1424639679989923	0.43347942499895	0	0	0
251.50100043	3.0	Pos	encoding	74	0.74	0.724669603524229	2.475754680999671	0.6029642880002939	0	0	0
254.512661241	3.0	Pos	marking	74	0.74	0.724669603524229	2.475754680999671	0.6029642880002939	0	0	0
263.501321837	3.0	Pos	encoding	45	0.45	0.44052863436123346	1.994761515999926	0.3916865829996823	0	0	0
269.512948108	3.0	Pos	marking	45	0.45	0.44052863436123346	1.994761515999926	0.3916865829996823	0	0	0
