onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
15.501922017	3.0	Word	encoding	as	0.45	0.44713656387665196	1.513691113999812	0.5399591710001914	0	0	0
20.003180402	3.0	Word	marking	as	0.45	0.44713656387665196	1.513691113999812	0.5399591710001914	0	0	0
26.501404414	3.0	Word	encoding	me	0.65	0.6585903083700441	2.0390591279992805	0.3994722829993407	0	0	0
30.003440673	3.0	Word	marking	me	0.65	0.6585903083700441	2.0390591279992805	0.3994722829993407	0	0	0
37.001875128	3.0	Word	encoding	is	0.33	0.33480176211453744	2.1235412349997205	0.4125641499995254	0	0	0
40.503886607	3.0	Word	marking	is	0.33	0.33480176211453744	2.1235412349997205	0.4125641499995254	0	0	0
47.50099229	3.0	Word	encoding	my	0.28	0.28854625550660795	1.762841689999732	0.3427149549997921	0	0	0
52.504054254	3.0	Word	marking	my	0.28	0.28854625550660795	1.762841689999732	0.3427149549997921	0	0	0
61.501713846	3.0	Word	encoding	by	0.74	0.0	NaN	0.3512697420001132	0	0	0
68.004423667	3.0	Word	marking	by	0.74	0.0	NaN	0.3512697420001132	1	0	0
75.501444894	3.0	Word	encoding	if	0.11	0.1299559471365639	2.20911221499955	0.3346770119997018	0	0	0
81.004970745	3.0	Word	marking	if	0.11	0.1299559471365639	2.20911221499955	0.3346770119997018	0	0	0
89.501836345	3.0	Word	encoding	of	0.98	0.0	NaN	0.4688635709999289	0	0	0
92.505289523	3.0	Word	marking	of	0.98	0.0	NaN	0.4688635709999289	1	0	0
102.501761446	3.0	Word	encoding	do	0.21	0.22246696035242292	1.8615272360002564	0.5101113870005065	0	0	0
106.505442047	3.0	Word	marking	do	0.21	0.22246696035242292	1.8615272360002564	0.5101113870005065	0	0	0
112.501453068	3.0	Word	encoding	he	0.36	0.36123348017621143	1.2926965979995657	0.36475738099943555	0	0	0
117.005887506	3.0	Word	marking	he	0.36	0.36123348017621143	1.2926965979995657	0.36475738099943555	0	0	0
123.001843839	3.0	Word	encoding	it	0.07	0.05726872246696035	2.0096935050005413	0.3244180720002987	0	0	0
130.006207366	3.0	Word	marking	it	0.07	0.05726872246696035	2.0096935050005413	0.3244180720002987	0	0	0
136.501506564	3.0	Word	encoding	we	0.57	0.0	NaN	0.35300238199943124	0	0	0
140.50654943	3.0	Word	marking	we	0.57	0.0	NaN	0.35300238199943124	1	0	0
147.501188311	3.0	Word	encoding	ox	0.85	0.8436123348017621	2.6281605819995093	0.394965052999396	0	0	0
150.506632069	3.0	Word	marking	ox	0.85	0.8436123348017621	2.6281605819995093	0.394965052999396	0	0	0
158.502015506	3.0	Word	encoding	am	0.6	0.0	NaN	0.34133490000021993	0	0	0
163.007158257	3.0	Word	marking	am	0.6	0.0	NaN	0.34133490000021993	1	0	0
172.501066248	3.0	Word	encoding	be	0.03	0.030837004405286344	2.1295517690005	0.4753393760001927	0	0	0
176.507320974	3.0	Word	marking	be	0.03	0.030837004405286344	2.1295517690005	0.4753393760001927	0	0	0
184.001800297	3.0	Word	encoding	or	0.77	0.76431718061674	2.095512318999681	0.36661797699980525	0	0	0
190.007715822	3.0	Word	marking	or	0.77	0.76431718061674	2.095512318999681	0.36661797699980525	0	0	0
197.501803164	3.0	Word	encoding	so	0.9	0.8766519823788547	2.178296213000067	0.45665594000001875	0	0	0
201.007938966	3.0	Word	marking	so	0.9	0.8766519823788547	2.178296213000067	0.45665594000001875	0	0	0
