onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
18.00265287	3.0	Pos	encoding	7	0.07	0.0	NaN	0.3528516789992864	0	0	0
21.014459195	3.0	Pos	marking	7	0.07	0.0	NaN	0.3528516789992864	1	0	0
30.502608614	3.0	Pos	encoding	85	0.85	0.0	NaN	0.4101068089985347	0	0	0
36.514526419	3.0	Pos	marking	85	0.85	0.0	NaN	0.4101068089985347	1	0	0
44.001453969	3.0	Pos	encoding	33	0.33	0.381057268722467	2.0948483959982696	0.3977481789988815	0	0	0
50.515063945	3.0	Pos	marking	33	0.33	0.381057268722467	2.0948483959982696	0.3977481789988815	0	0	0
58.001222238	3.0	Pos	encoding	60	0.6	0.5726872246696035	1.6948998320003739	0.37781500199707807	0	0	0
62.015367634	3.0	Pos	marking	60	0.6	0.5726872246696035	1.6948998320003739	0.37781500199707807	0	0	0
68.503203155	3.0	Pos	encoding	77	0.77	0.6850220264317181	2.3589255940023577	0.42334872700303094	0	0	0
72.515818924	3.0	Pos	marking	77	0.77	0.6850220264317181	2.3589255940023577	0.42334872700303094	0	0	0
82.501466254	3.0	Pos	encoding	11	0.11	0.10352422907488987	1.978819107000163	0.3611541499994928	0	0	0
87.016017714	3.0	Pos	marking	11	0.11	0.10352422907488987	1.978819107000163	0.3611541499994928	0	0	0
95.502508333	3.0	Pos	encoding	36	0.36	0.394273127753304	1.5621800070002791	0.3730365139999776	0	0	0
100.016219137	3.0	Pos	marking	36	0.36	0.394273127753304	1.5621800070002791	0.3730365139999776	0	0	0
106.002027651	3.0	Pos	encoding	74	0.74	0.7444933920704846	1.7590699499996845	0.48011987800055067	0	0	0
113.033491572	3.0	Pos	marking	74	0.74	0.7444933920704846	1.7590699499996845	0.48011987800055067	0	0	0
121.002045378	3.0	Pos	encoding	3	0.03	0.0	1.812727642001846	0.3362340400017274	0	0	0
126.500283702	3.0	Pos	marking	3	0.03	0.0	1.812727642001846	0.3362340400017274	0	0	0
132.501600051	3.0	Pos	encoding	45	0.45	0.4669603524229075	1.4758895320010197	0.5045458460008376	0	0	0
135.500780639	3.0	Pos	marking	45	0.45	0.4669603524229075	1.4758895320010197	0.5045458460008376	0	0	0
142.502547999	3.0	Pos	encoding	90	0.9	0.0	NaN	0.39769607500056736	0	0	0
146.017589365	3.0	Pos	marking	90	0.9	0.0	NaN	0.39769607500056736	1	0	0
153.002941464	3.0	Pos	encoding	98	0.98	0.0	NaN	0.546990086997539	0	0	0
156.501185555	3.0	Pos	marking	98	0.98	0.0	NaN	0.546990086997539	1	0	0
163.501743734	3.0	Pos	encoding	21	0.21	0.16299559471365638	1.7950090970007295	0.4076350880022801	0	0	0
167.501446792	3.0	Pos	marking	21	0.21	0.16299559471365638	1.7950090970007295	0.4076350880022801	0	0	0
174.001918213	3.0	Pos	encoding	28	0.28	0.2488986784140969	2.0599664020010096	0.5760463940023328	0	0	0
179.001698505	3.0	Pos	marking	28	0.28	0.2488986784140969	2.0599664020010096	0.5760463940023328	0	0	0
185.50158326	3.0	Pos	encoding	57	0.57	0.5594713656387665	1.7454483960027574	0.7071009280007274	0	0	0
189.002002874	3.0	Pos	marking	57	0.57	0.5594713656387665	1.7454483960027574	0.7071009280007274	0	0	0
196.501104104	3.0	Pos	encoding	65	0.65	0.6255506607929515	1.708668729999772	0.33034084099926986	0	0	0
