onset	duration	trial_type	phase	probe	line_pct	response	RT	RTHold	catch	missed	problem_trial
15.005041446	3.0	Word	encoding	as	0.85	0.0	NaN	0.8985907510004836	0	1	0
21.012795342	3.0	Word	marking	as	0.85	0.0	NaN	0.8985907510004836	0	1	0
28.503607412	3.0	Word	encoding	ox	0.98	1.0	2.2370776320003642	0.5614849949997733	0	0	0
32.013167444	3.0	Word	marking	ox	0.98	1.0	2.2370776320003642	0.5614849949997733	0	0	0
40.502914529	3.0	Word	encoding	my	0.9	0.8502202643171806	2.1104481469992606	0.4485476040008507	0	0	0
47.013563261	3.0	Word	marking	my	0.9	0.8502202643171806	2.1104481469992606	0.4485476040008507	0	0	0
54.001455815	3.0	Word	encoding	he	0.45	0.42070484581497797	2.5952040089996444	0.7457803289998992	0	0	0
58.013836148	3.0	Word	marking	he	0.45	0.42070484581497797	2.5952040089996444	0.7457803289998992	0	0	0
64.501671064	3.0	Word	encoding	of	0.07	0.0	NaN	0.37758733900045627	0	0	0
68.514022803	3.0	Word	marking	of	0.07	0.0	NaN	0.37758733900045627	1	0	0
76.501870045	3.0	Word	encoding	is	0.33	0.34801762114537443	1.561356631000308	0.4767267499992158	0	0	0
82.014413161	3.0	Word	marking	is	0.33	0.34801762114537443	1.561356631000308	0.4767267499992158	0	0	0
88.003241949	3.0	Word	encoding	me	0.65	0.0	NaN	0.4069284990000597	0	0	0
92.514775743	3.0	Word	marking	me	0.65	0.0	NaN	0.4069284990000597	1	0	0
102.502813746	3.0	Word	encoding	so	0.6	0.579295154185022	1.2611871760000213	0.35988029500003904	0	0	0
107.015071709	3.0	Word	marking	so	0.6	0.579295154185022	1.2611871760000213	0.35988029500003904	0	0	0
113.502369787	3.0	Word	encoding	we	0.57	0.566079295154185	1.4091705359987827	0.5235270559987839	0	0	0
116.515435727	3.0	Word	marking	we	0.57	0.566079295154185	1.4091705359987827	0.5235270559987839	0	0	0
123.50146666	3.0	Word	encoding	or	0.21	0.21585903083700442	1.9617162859995005	0.3747479520006891	0	0	0
128.515601579	3.0	Word	marking	or	0.21	0.21585903083700442	1.9617162859995005	0.3747479520006891	0	0	0
135.502766027	3.0	Word	encoding	if	0.74	0.6453744493392071	1.659163742999226	0.4118985339991923	0	0	0
139.015997738	3.0	Word	marking	if	0.74	0.6453744493392071	1.659163742999226	0.4118985339991923	0	0	0
146.501715458	3.0	Word	encoding	do	0.03	0.037444933920704845	1.9760417739998957	0.3907549109990214	0	0	0
151.016312753	3.0	Word	marking	do	0.03	0.037444933920704845	1.9760417739998957	0.3907549109990214	0	0	0
157.501583952	3.0	Word	encoding	by	0.77	0.0	NaN	0.398644143000638	0	0	0
161.516546782	3.0	Word	marking	by	0.77	0.0	NaN	0.398644143000638	1	0	0
169.00151589	3.0	Word	encoding	be	0.11	0.08370044052863436	1.6788749690003897	0.42664872300156276	0	0	0
172.000139601	3.0	Word	marking	be	0.11	0.08370044052863436	1.6788749690003897	0.42664872300156276	0	0	0
181.00232852	3.0	Word	encoding	am	0.28	0.0	NaN	0.4036937270011549	0	0	0
184.500372183	3.0	Word	marking	am	0.28	0.0	NaN	0.4036937270011549	1	0	0
194.001480503	3.0	Word	encoding	it	0.36	0.30837004405286345	1.6456267400008073	0.41717341399998986	0	0	0
201.00090028	3.0	Word	marking	it	0.36	0.30837004405286345	1.6456267400008073	0.41717341399998986	0	0	0
204.0	6.0	break	break	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
215.502420307	3.0	Pos	encoding	90	0.9	0.8303964757709251	2.1158245309998165	0.3201677880006173	0	0	0
222.501456919	3.0	Pos	marking	90	0.9	0.8303964757709251	2.1158245309998165	0.3201677880006173	0	0	0
230.502234877	3.0	Pos	encoding	28	0.28	0.14977973568281938	2.19458114400004	0.40520588899926224	0	1	0
235.00176797	3.0	Pos	marking	28	0.28	0.14977973568281938	2.19458114400004	0.40520588899926224	0	1	0
241.501668157	3.0	Pos	encoding	57	0.57	0.552863436123348	1.3123258230007195	0.47687762399982603	0	0	0
246.001983003	3.0	Pos	marking	57	0.57	0.552863436123348	1.3123258230007195	0.47687762399982603	0	0	0
255.001636243	3.0	Pos	encoding	60	0.6	0.6519823788546255	1.909366919000604	0.38252154600013455	0	0	0
261.002464928	3.0	Pos	marking	60	0.6	0.6519823788546255	1.909366919000604	0.38252154600013455	0	0	0
270.502499101	3.0	Pos	encoding	85	0.85	0.8634361233480177	2.2258664399996633	0.4101451110000198	0	0	0
275.502836091	3.0	Pos	marking	85	0.85	0.8634361233480177	2.2258664399996633	0.4101451110000198	0	0	0
282.503618685	3.0	Pos	encoding	36	0.36	0.2555066079295154	1.811157389998698	0.450657355999283	0	1	0
285.503007286	3.0	Pos	marking	36	0.36	0.2555066079295154	1.811157389998698	0.450657355999283	0	1	0
